Player Name,Pos.,Birthdate,Birthplace,Country,Seasons,GP,G,A,Pts,PIM,Yrs.,Birthplace_original,Country_original
Goran Hogosta,G,15-04-1954,"Appelbo, Sweden",Sweden,1977-1980,22,0,0,0,0,2,"Appelbo, Sweden",Sweden
Gus Forslund,R,25-04-1906,"Umea, Sweden",Sweden,1932-1933,48,4,9,13,2,1,"Umea, Sweden",Sweden
Gustav Forsling,D,12-06-1996,"Linkoping, Sweden",Sweden,2016-2026,557,59,161,220,218,9,"Linkoping, Sweden",Sweden
Gustav Lindstrom,D,20-10-1998,"Ostervala, Sweden",Sweden,2019-2024,174,5,30,35,80,5,"Ostervala, Sweden",Sweden
Gustav Nyquist,R,01-09-1989,"Halmstad, Sweden",Sweden,2011-2026,914,210,333,543,220,14,"Halmstad, Sweden",Sweden
Gustav Olofsson,D,01-12-1994,"Boras, Sweden",Sweden,2015-2024,63,0,11,11,18,6,"Boras, Sweden",Sweden
Hakan Loob,F,03-07-1960,"Slite, Sweden",Sweden,1983-1989,450,193,236,429,189,6,"Slite, Sweden",Sweden
Hampus Lindholm,D,20-01-1994,"Helsingborg, Sweden",Sweden,2013-2026,829,78,261,339,499,13,"Helsingborg, Sweden",Sweden
Hans Jonsson,D,02-08-1973,"Ornskoldsvik, Sweden",Sweden,1999-2003,242,10,38,48,92,4,"Ornskoldsvik, Sweden",Sweden
Hardy Astrom,G,29-03-1951,"Skelleftea, Sweden",Sweden,1977-1981,83,0,1,1,8,3,"Skelleftea, Sweden",Sweden
Hardy Haman Aktell,D,04-07-1998,"Kage, Sweden",Sweden,2023-2024,6,0,1,1,2,1,"Kage, Sweden",Sweden
Helge Grans,D,10-05-2002,"Ljungby, Sweden",Sweden,2024-2025,6,0,1,1,2,1,"Ljungby, Sweden",Sweden
Henrik Karlsson,G,27-11-1983,"Stockholm, Sweden",Sweden,2010-2012,26,0,0,0,0,2,"Stockholm, Sweden",Sweden
Henrik Lundqvist,G,02-03-1982,"Are, Sweden",Sweden,2005-2020,887,0,27,27,18,15,"Are, Sweden",Sweden
Henrik Sedin,C,26-09-1980,"Ornskoldsvik, Sweden",Sweden,2000-2018,1330,240,830,1070,680,17,"Ornskoldsvik, Sweden",Sweden
Henrik Tallinder,D,10-01-1979,"Stockholm, Sweden",Sweden,2001-2014,678,28,114,142,378,12,"Stockholm, Sweden",Sweden
Henrik Zetterberg,C,09-10-1980,"Njurunda, Sweden",Sweden,2002-2018,1082,337,623,960,401,15,"Njurunda, Sweden",Sweden
Hugo Alnefelt,G,04-06-2001,"Danderyd, Sweden",Sweden,2021-2022,1,0,0,0,0,1,"Danderyd, Sweden",Sweden
Inge Hammarstrom,L,20-01-1948,"Sundsvall, Sweden",Sweden,1973-1979,427,116,123,239,86,6,"Sundsvall, Sweden",Sweden
Isac Lundestrom,C,06-11-1999,"Gallivare, Sweden",Sweden,2018-2026,405,39,57,96,42,8,"Gallivare, Sweden",Sweden
Isak Rosen,R,15-03-2003,"Solna, Sweden",Sweden,2023-2026,52,6,5,11,0,3,"Solna, Sweden",Sweden
Jacob De La Rose,C,20-05-1995,"Arvika, Sweden",Sweden,2014-2021,242,13,25,38,84,7,"Arvika, Sweden",Sweden
Jacob Josefson,C,02-03-1991,"Stockholm, Sweden",Sweden,2010-2018,315,20,44,64,84,8,"Stockholm, Sweden",Sweden
Jacob Larsson,D,29-04-1997,"Ljungby, Sweden",Sweden,2016-2023,172,3,21,24,52,6,"Ljungby, Sweden",Sweden
Jacob Markstrom,G,31-01-1990,"Gavle, Sweden",Sweden,2010-2026,578,0,23,23,55,16,"Gavle, Sweden",Sweden
Jacob Moverare,D,31-08-1998,"Ostersund, Sweden",Sweden,2021-2026,109,2,9,11,18,5,"Ostersund, Sweden",Sweden
Jacob Nilsson,C,12-10-1993,"Morrum, Sweden",Sweden,2018-2019,2,0,0,0,0,1,"Morrum, Sweden",Sweden
Jacob Peterson,C,19-07-1999,"Lidkoping, Sweden",Sweden,2021-2024,83,14,11,25,18,3,"Lidkoping, Sweden",Sweden
Jakob Forsbacka-Karlsson,C,31-10-1996,"Stockholm, Sweden",Sweden,2016-2019,29,3,6,9,2,2,"Stockholm, Sweden",Sweden
Jakob Lilja,L,23-07-1993,"Malmo, Sweden",Sweden,2019-2020,37,2,3,5,2,1,"Malmo, Sweden",Sweden
Jakob Silfverberg,R,13-10-1990,"Gavle, Sweden",Sweden,2011-2024,820,168,205,373,264,13,"Gavle, Sweden",Sweden
Jan Erixon,L,08-07-1962,"Skelleftea, Sweden",Sweden,1983-1993,556,57,159,216,167,10,"Skelleftea, Sweden",Sweden
Jan Mertzig,D,18-07-1970,"Stockholm, Sweden",Sweden,1998-1999,23,0,2,2,8,1,"Stockholm, Sweden",Sweden
Janne Niskala,D,22-09-1981,"Vasteras, Sweden",Sweden,2008-2009,6,1,2,3,6,1,"Vasteras, Sweden",Sweden
Jesper Boqvist,C,30-10-1998,"Falun, Sweden",Sweden,2019-2026,387,50,55,105,60,7,"Falun, Sweden",Sweden
Jesper Bratt,L,30-07-1998,"Stockholm, Sweden",Sweden,2017-2026,634,172,346,518,102,9,"Stockholm, Sweden",Sweden
Jesper Fast,R,02-12-1991,"Nassjo, Sweden",Sweden,2013-2024,703,91,157,248,166,11,"Nassjo, Sweden",Sweden
Jesper Froden,R,21-09-1994,"Stockholm, Sweden",Sweden,2021-2023,21,1,4,5,8,2,"Stockholm, Sweden",Sweden
Jesper Wallstedt,G,14-11-2002,"Vasteras, Sweden",Sweden,2023-2026,40,0,1,1,4,3,"Vasteras, Sweden",Sweden
Jesse Puljujarvi,R,07-05-1998,"Alvkarleby, Sweden",Sweden,2016-2025,387,58,70,128,139,8,"Alvkarleby, Sweden",Sweden
Jhonas Enroth,G,25-06-1988,"Stockholm, Sweden",Sweden,2009-2017,153,0,0,0,2,8,"Stockholm, Sweden",Sweden
Jimmie Olvestad,R,16-02-1980,"Stockholm, Sweden",Sweden,2001-2003,111,3,14,17,40,2,"Stockholm, Sweden",Sweden
Joacim Eriksson,G,09-04-1990,"Gavle, Sweden",Sweden,2013-2014,1,0,0,0,0,1,"Gavle, Sweden",Sweden
Joakim Andersson,C,05-02-1989,"Munkedal, Sweden",Sweden,2011-2016,205,15,21,36,48,5,"Munkedal, Sweden",Sweden
Joakim Lindstrom,L,05-12-1983,"Skelleftea, Sweden",Sweden,2005-2015,150,19,24,43,58,6,"Skelleftea, Sweden",Sweden
Joakim Nordstrom,C,25-02-1992,"Stockholm, Sweden",Sweden,2013-2021,444,32,43,75,77,8,"Stockholm, Sweden",Sweden
Joakim Nygard,L,08-01-1993,"Stockholm, Sweden",Sweden,2019-2021,42,3,6,9,12,2,"Stockholm, Sweden",Sweden
Joel Eriksson Ek,C,29-01-1997,"Karlstad, Sweden",Sweden,2016-2026,614,155,195,350,274,10,"Karlstad, Sweden",Sweden
Joel Kellman,C,25-05-1994,"Karlskrona, Sweden",Sweden,2019-2021,38,4,5,9,10,2,"Karlskrona, Sweden",Sweden
Joel Lundqvist,C,02-03-1982,"Are, Sweden",Sweden,2006-2009,134,7,19,26,56,3,"Are, Sweden",Sweden
Joel Nystrom,D,14-05-2002,"Karlstad, Sweden",Sweden,2025-2026,38,1,9,10,6,1,"Karlstad, Sweden",Sweden
Joel Persson,D,04-03-1994,"Osby, Sweden",Sweden,2019-2020,13,0,2,2,2,1,"Osby, Sweden",Sweden
Johan Backlund,G,24-07-1981,"Skelleftea, Sweden",Sweden,2009-2010,1,0,0,0,0,1,"Skelleftea, Sweden",Sweden
Johan Davidsson,C,06-01-1976,"Jonkoping, Sweden",Sweden,1998-2000,83,6,9,15,16,2,"Jonkoping, Sweden",Sweden
Johan Franzen,R,23-12-1979,"Vetlanda, Sweden",Sweden,2005-2016,602,187,183,370,401,11,"Vetlanda, Sweden",Sweden
Johan Garpenlov,L,21-03-1968,"Stockholm, Sweden",Sweden,1990-2000,609,114,197,311,276,10,"Stockholm, Sweden",Sweden
Johan Harju,L,15-05-1986,"Overtornea, Sweden",Sweden,2010-2011,10,1,2,3,2,1,"Overtarnea, Sweden",Sweden
Johan Hedberg,G,05-05-1973,"Leksand, Sweden",Sweden,2000-2013,373,0,10,10,96,12,"Leksand, Sweden",Sweden
Johan Holmqvist,G,24-05-1978,"Tierp, Sweden",Sweden,2000-2008,98,0,4,4,6,4,"Tierp, Sweden",Sweden
Johan Larsson,L,25-07-1992,"Lau, Sweden",Sweden,2012-2022,488,53,79,132,246,10,"Lau, Sweden",Sweden
Johan Lindbom,R,08-07-1971,"Alvesta, Sweden",Sweden,1997-1998,38,1,3,4,28,1,"Alvesta, Sweden",Sweden
Johan Motin,D,10-10-1989,"Karlskoga, Sweden",Sweden,2009-2010,1,0,0,0,0,1,"Karlskoga, Sweden",Sweden
Johan Sundstrom,C,21-09-1992,"Gothenburg, Sweden",Sweden,2013-2014,11,0,1,1,6,1,"Gothenburg, Sweden",Sweden
Johan Witehall,R,07-01-1972,"Gothenburg, Sweden",Sweden,1998-2001,54,2,5,7,16,3,"Gotenborg, Sweden",Sweden
John Klingberg,D,14-08-1992,"Gothenburg, Sweden",Sweden,2014-2026,700,92,351,443,287,12,"Gothenburg, Sweden",Sweden
John Persson,L,18-05-1992,"Ostersund, Sweden",Sweden,2013-2014,10,1,0,1,6,1,"Ostersund, Sweden",Sweden
Johnny Oduya,D,01-10-1981,"Stockholm, Sweden",Sweden,2006-2018,850,41,149,190,372,12,"Stockholm, Sweden",Sweden
Jonas Andersson,L,24-02-1981,"Stockholm, Sweden",Sweden,2001-2011,9,0,0,0,2,2,"Stockholm, Sweden",Sweden
Jonas Bergqvist,R,26-09-1962,"Hassleholm, Sweden",Sweden,1989-1990,22,2,5,7,10,1,"Hassleholm, Sweden",Sweden
Jonas Brodin,D,12-07-1993,"Karlstad, Sweden",Sweden,2012-2026,915,62,216,278,278,14,"Karlstad, Sweden",Sweden
Jonas Frogren,D,28-08-1980,"Falun, Sweden",Sweden,2008-2009,41,1,6,7,28,1,"Falun, Sweden",Sweden
Jonas Gustavsson,G,24-10-1984,"Danderyd, Sweden",Sweden,2009-2017,179,0,4,4,10,8,"Danderyd, Sweden",Sweden
Jonas Hoglund,L,29-08-1972,"Karlstad, Sweden",Sweden,1996-2003,545,117,145,262,112,7,"Karlstad, Sweden",Sweden
Jonas Johansson,R,18-03-1984,"Jonkoping, Sweden",Sweden,2005-2006,1,0,0,0,2,1,"Jonkoping, Sweden",Sweden
Jonas Johansson,G,19-09-1995,"Gavle, Sweden",Sweden,2019-2026,105,0,0,0,0,7,"Gavle, Sweden",Sweden
Jonas Junland,D,15-11-1987,"Linkoping, Sweden",Sweden,2008-2010,4,0,2,2,2,2,"Linkoping, Sweden",Sweden
Jonas Nordquist,D,26-04-1982,"Leksand, Sweden",Sweden,2006-2007,3,0,2,2,2,1,"Leksand, Sweden",Sweden
Jonas Ronnqvist,L,22-08-1973,"Kalix, Sweden",Sweden,2000-2001,38,0,4,4,14,1,"Kalix, Sweden",Sweden
Jonatan Berggren,R,16-07-2000,"Uppsala, Sweden",Sweden,2022-2026,205,37,43,80,44,4,"Uppsala, Sweden",Sweden
Jonathan Dahlen,C,20-12-1997,"Ostersund, Sweden",Sweden,2021-2022,61,12,10,22,12,1,"Ostersund, Sweden",Sweden
Jonathan Davidsson,R,12-03-1997,"Tyreso, Sweden",Sweden,2019-2020,6,0,1,1,0,1,"Tyreso, Sweden",Sweden
Jonathan Ericsson,D,02-03-1984,"Karlskrona, Sweden",Sweden,2007-2020,680,27,98,125,535,13,"Karlskrona, Sweden",Sweden
Jonathan Hedstrom,L,27-12-1977,"Skelleftea, Sweden",Sweden,2002-2006,83,13,14,27,48,2,"Skelleftea, Sweden",Sweden
Jonathan Lekkerimaki,R,24-07-2004,"Tullinge, Sweden",Sweden,2024-2026,37,5,4,9,2,2,"Tullinge, Sweden",Sweden
Jorgen Jonsson,C,29-09-1972,"Angelholm, Sweden",Sweden,1999-2000,81,12,19,31,16,1,"Angelholm, Sweden",Sweden
Jorgen Pettersson,F,11-07-1956,"Gothenburg, Sweden",Sweden,1980-1986,435,174,192,366,117,6,"Gothenburg, Sweden",Sweden
Josef Boumedienne,D,12-01-1978,"Stockholm, Sweden",Sweden,2001-2004,47,4,12,16,36,3,"Stockholm, Sweden",Sweden
Kenny Jonsson,D,06-10-1974,"Angelholm, Sweden",Sweden,1994-2004,686,63,204,267,298,10,"Angelholm, Sweden",Sweden
Kent Nilsson,F,31-08-1956,"Nynashamn, Sweden",Sweden,1979-1995,553,264,422,686,116,9,"Nynashamn, Sweden",Sweden
Kent-Erik Andersson,R,24-05-1951,"Orebro, Sweden",Sweden,1977-1984,456,72,103,175,78,7,"Orebro, Sweden",Sweden
Kevin Stenlund,C,20-09-1996,"Stockholm, Sweden",Sweden,2018-2026,368,46,44,90,168,8,"Stockholm, Sweden",Sweden
Kim Johnsson,D,16-03-1976,"Malmo, Sweden",Sweden,1999-2010,739,67,217,284,406,10,"Malmo, Sweden",Sweden
Kjell Dahlin,R,02-03-1963,"Timra, Sweden",Sweden,1985-1988,166,57,59,116,10,3,"Timra, Sweden",Sweden
Kjell Samuelsson,D,18-10-1958,"Tingsryd, Sweden",Sweden,1985-1999,813,48,138,186,1225,14,"Tingsryd, Sweden",Sweden
Klas Dahlbeck,D,06-07-1991,"Katrineholm, Sweden",Sweden,2014-2018,170,6,17,23,87,4,"Katrineholm, Sweden",Sweden
Kristian Huselius,L,10-11-1978,"Osterhaninge, Sweden",Sweden,2001-2012,662,190,261,451,256,10,"Osterhaninge, Sweden",Sweden
Kyosti Karjalainen,F,19-06-1967,"Gavle, Sweden",Sweden,1991-1992,28,1,8,9,12,1,"Gavle, Sweden",Sweden
Lars Jonsson,D,02-01-1982,"Borlange, Sweden",Sweden,2006-2007,8,0,2,2,6,1,"Borlange, Sweden",Sweden
Lars Lindgren,D,13-10-1952,"Pitea, Sweden",Sweden,1978-1984,394,25,113,138,325,6,"Pitea, Sweden",Sweden
Lars Molin,F,07-05-1956,"Ornskoldsvik, Sweden",Sweden,1981-1984,172,33,65,98,37,3,"Ornskoldsvik, Sweden",Sweden
Lars Zetterstrom,D,06-11-1953,"Stockholm, Sweden",Sweden,1978-1979,14,0,1,1,2,1,"Stockholm, Sweden",Sweden
Lars-Erik Sjoberg,D,05-04-1944,"Falun, Sweden",Sweden,1979-1980,79,7,27,34,48,1,"Falun, Sweden",Sweden
Lawrence Pilut,D,30-12-1995,"Tingsryd, Sweden",Sweden,2018-2023,63,2,7,9,24,3,"Tingsryd, Sweden",Sweden
Leif Rohlin,D,26-02-1968,"Vasteras, Sweden",Sweden,1995-1997,96,8,24,32,40,2,"Vasteras, Sweden",Sweden
Leif Svensson,D,08-07-1951,"Harnosand, Sweden",Sweden,1978-1980,121,6,40,46,49,2,"Harnosand, Sweden",Sweden
Leo Carlsson,C,26-12-2004,"Karlstad, Sweden",Sweden,2023-2026,201,61,80,141,63,3,"Karlstad, Sweden",Sweden
Liam Ohgren,L,28-01-2004,"Stockholm, Sweden",Sweden,2023-2026,97,11,14,25,4,3,"Stockholm, Sweden",Sweden
Lias Andersson,C,13-10-1998,"Smogen, Sweden",Sweden,2017-2023,110,7,10,17,57,6,"Smogen, Sweden",Sweden
Linus Hogberg,D,04-09-1998,"Stockholm, Sweden",Sweden,2021-2022,5,0,2,2,2,1,"Stockholm, Sweden",Sweden
Linus Karlsson,C,16-11-1999,"Eksjo, Sweden",Sweden,2023-2026,106,18,23,41,48,3,"Eksjo, Sweden",Sweden
Linus Klasen,R,19-02-1986,"Stockholm, Sweden",Sweden,2010-2011,4,0,0,0,0,1,"Stockholm, Sweden",Sweden
Linus Omark,L,05-02-1987,"Overtornea, Sweden",Sweden,2010-2014,79,8,24,32,40,3,"Overtornea, Sweden",Sweden
Linus Sandin,R,19-05-1996,"Uppsala, Sweden",Sweden,2021-2022,1,0,0,0,0,1,"Uppsala, Sweden",Sweden
Linus Ullmark,G,31-07-1993,"Lugnvik, Sweden",Sweden,2015-2026,340,1,6,7,14,11,"Lugnvik, Sweden",Sweden
Loui Eriksson,L,17-07-1985,"Gothenburg, Sweden",Sweden,2006-2022,1050,253,360,613,200,16,"Gothenburg, Sweden",Sweden
Lucas Carlsson,D,05-07-1997,"Gavle, Sweden",Sweden,2019-2025,73,4,11,15,28,5,"Gavle, Sweden",Sweden
Lucas Raymond,L,28-03-2002,"Gothenburg, Sweden",Sweden,2021-2026,400,123,207,330,110,5,"Gothenburg, Sweden",Sweden
Lucas Wallmark,C,05-09-1995,"Umea, Sweden",Sweden,2016-2021,187,23,36,59,64,5,"Umea, Sweden",Sweden
Ludvig Jansson,D,27-12-2003,"Stockholm, Sweden",Sweden,2025-2026,4,0,1,1,0,1,"Stockholm, Sweden",Sweden
Lukas Vejdemo,C,25-01-1996,"Stockholm, Sweden",Sweden,2019-2022,13,2,0,2,0,2,"Stockholm, Sweden",Sweden
Magnus Arvedson,L,25-11-1971,"Karlstad, Sweden",Sweden,1997-2004,434,100,125,225,241,7,"Karlstad, Sweden",Sweden
Magnus Chrona,G,28-08-2000,"Skelleftea, Sweden",Sweden,2023-2024,9,0,0,0,0,1,"Skelleftea, Sweden",Sweden
Magnus Hellberg,G,04-04-1991,"Uppsala, Sweden",Sweden,2013-2024,26,0,0,0,0,6,"Uppsala, Sweden",Sweden
Magnus Johansson,D,04-09-1973,"Linkoping, Sweden",Sweden,2007-2008,45,0,14,14,18,1,"Linkoping, Sweden",Sweden
Magnus Paajarvi,L,12-04-1991,"Norrkoping, Sweden",Sweden,2010-2019,467,62,62,124,78,9,"Norrkoping, Sweden",Sweden
Magnus Roupe,L,23-03-1963,"Stockholm, Sweden",Sweden,1987-1989,40,3,5,8,42,2,"Stockholm, Sweden",Sweden
Magnus Svensson,D,01-03-1963,"Tranas, Sweden",Sweden,1994-1996,46,4,14,18,31,2,"Tranas, Sweden",Sweden
Marcus Bjork,D,24-11-1997,"Umea, Sweden",Sweden,2022-2023,33,3,8,11,42,1,"Umea, Sweden",Sweden
Marcus Hogberg,G,25-11-1994,"Orebro, Sweden",Sweden,2018-2026,58,0,0,0,0,5,"Orebro, Sweden",Sweden
Marcus Johansson,L,06-10-1990,"Landskrona, Sweden",Sweden,2010-2026,1058,200,366,566,166,16,"Landskrona, Sweden",Sweden
Marcus Kruger,C,27-05-1990,"Stockholm, Sweden",Sweden,2010-2019,520,38,85,123,234,9,"Stockholm, Sweden",Sweden
Marcus Nilson,L,01-03-1978,"Balsta, Sweden",Sweden,1998-2008,521,67,101,168,270,9,"Balsta, Sweden",Sweden
Marcus Pettersson,D,08-05-1996,"Skelleftea, Sweden",Sweden,2017-2026,604,21,159,180,374,9,"Skelleftea, Sweden",Sweden
Marcus Ragnarsson,D,13-08-1971,"Ostervala, Sweden",Sweden,1995-2004,632,37,140,177,482,9,"Ostervala, Sweden",Sweden
Marcus Sorensen,L,07-04-1992,"Sodertalje, Sweden",Sweden,2016-2021,226,31,33,64,74,5,"Sodertalje, Sweden",Sweden
Mario Kempe,L,19-09-1988,"Kramfors, Sweden",Sweden,2017-2019,70,6,7,13,22,2,"Kramfors, Sweden",Sweden
Markus Naslund,L,30-07-1973,"Ornskoldsvik, Sweden",Sweden,1993-2009,1117,395,474,869,736,15,"Ornskoldsvik, Sweden",Sweden
Martin Samuelsson,R,25-01-1982,"Upplands-Vasby, Sweden",Sweden,2002-2004,14,0,1,1,2,2,"Upplands-Vasby, Sweden",Sweden
Mathias Brome,L,29-07-1994,"Orby, Sweden",Sweden,2020-2021,26,1,1,2,8,1,"Orby, Sweden",Sweden
Mathias Johansson,L,22-02-1974,"Oskarshamn, Sweden",Sweden,2002-2003,58,5,10,15,16,1,"Oskarshamn, Sweden",Sweden
Mathias Tjarnqvist,R,15-04-1979,"Umea, Sweden",Sweden,2003-2008,173,13,19,32,60,4,"Umea, Sweden",Sweden
Mats Hallin,L,19-03-1958,"Eskilstuna, Sweden",Sweden,1982-1987,152,17,14,31,193,5,"Eskilstuna, Sweden",Sweden
Mats Lindgren,C,01-10-1974,"Skelleftea, Sweden",Sweden,1996-2003,387,54,74,128,146,7,"Skelleftea, Sweden",Sweden
Mats Naslund,F,31-10-1959,"Timra, Sweden",Sweden,1982-1995,651,251,383,634,111,9,"Timra, Sweden",Sweden
Mats Sundin,C,13-02-1971,"Bromma, Sweden",Sweden,1990-2009,1346,564,785,1349,1093,18,"Bromma, Sweden",Sweden
Mats Thelin,D,30-03-1961,"Stockholm, Sweden",Sweden,1984-1987,163,8,19,27,176,3,"Stockholm, Sweden",Sweden
Mattias Ekholm,D,24-05-1990,"Borlange, Sweden",Sweden,2011-2026,966,92,309,401,458,15,"Borlange, Sweden",Sweden
Mattias Janmark-Nylen,C,08-12-1992,"Danderyd, Sweden",Sweden,2015-2026,680,83,138,221,227,10,"Danderyd, Sweden",Sweden
Mattias Norlinder,D,12-04-2000,"Kramfors, Sweden",Sweden,2021-2022,6,0,1,1,2,1,"Kramfors, Sweden",Sweden
Mattias Norstrom,D,02-01-1972,"Stockholm, Sweden",Sweden,1993-2008,903,18,147,165,661,14,"Stockholm, Sweden",Sweden
Mattias Ohlund,D,09-09-1976,"Pitea, Sweden",Sweden,1997-2011,909,93,250,343,885,13,"Pitea, Sweden",Sweden
Mattias Ritola,R,14-03-1987,"Borlange, Sweden",Sweden,2007-2012,43,4,5,9,17,4,"Borlange, Sweden",Sweden
Mattias Tedenby,R,21-02-1990,"Vetlanda, Sweden",Sweden,2010-2014,120,10,20,30,42,4,"Vetlanda, Sweden",Sweden
Mattias Timander,D,16-04-1974,"Solleftea, Sweden",Sweden,1996-2004,419,13,57,70,165,8,"Solleftea, Sweden",Sweden
Mattias Weinhandl,R,01-06-1980,"Ljungby, Sweden",Sweden,2002-2007,182,19,37,56,70,4,"Ljunjby, Sweden",Sweden
Max Friberg,L,20-11-1992,"Skovde, Sweden",Sweden,2014-2016,6,0,0,0,2,2,"Skovde, Sweden",Sweden
Melker Karlsson,C,18-07-1990,"Lycksele, Sweden",Sweden,2014-2020,396,60,52,112,130,6,"Lycksele, Sweden",Sweden
Michael Holmqvist,C,08-06-1979,"Stockholm, Sweden",Sweden,2003-2007,156,18,17,35,72,3,"Stockholm, Sweden",Sweden
Michael Keranen,F,04-01-1990,"Stockholm, Sweden",Sweden,2015-2016,1,0,0,0,0,1,"Stockholm, Sweden",Sweden
Michael Nylander,C,03-10-1972,"Stockholm, Sweden",Sweden,1992-2009,920,209,470,679,468,15,"Stockholm, Sweden",Sweden
Michael Thelven,D,07-01-1961,"Stockholm, Sweden",Sweden,1985-1990,207,20,80,100,217,5,"Stockholm, Sweden",Sweden
Mika Zibanejad,C,18-04-1993,"Stockholm, Sweden",Sweden,2011-2026,1011,348,470,818,271,15,"Stockholm, Sweden",Sweden
Mikael Andersson,R,10-05-1966,"Malmo, Sweden",Sweden,1985-2000,761,95,169,264,134,15,"Malmo, Sweden",Sweden
Mikael Backlund,C,17-03-1989,"Vasteras, Sweden",Sweden,2008-2026,1148,232,374,606,503,18,"Vasteras, Sweden",Sweden
Mikael Lindholm,L,19-12-1964,"Gavle, Sweden",Sweden,1989-1990,18,2,2,4,2,1,"Gavle, Sweden",Sweden
Mikael Renberg,R,05-05-1972,"Pitea, Sweden",Sweden,1993-2004,661,190,274,464,372,10,"Pitea, Sweden",Sweden
Mikael Samuelsson,R,23-12-1976,"Mariefred, Sweden",Sweden,2000-2014,699,149,197,346,370,13,"Mariefred, Sweden",Sweden
Mikael Tellqvist,G,19-09-1979,"Sundbyberg, Sweden",Sweden,2002-2009,114,0,2,2,2,6,"Sundbyberg, Sweden",Sweden
Nicklas Backstrom,C,23-11-1987,"Gavle, Sweden",Sweden,2007-2024,1105,271,762,1033,504,17,"Gavle, Sweden",Sweden
Nicklas Bergfors,R,07-03-1987,"Sodertalje, Sweden",Sweden,2007-2012,173,35,48,83,20,5,"Sodertalje, Sweden",Sweden
Nicklas Grossmann,D,22-01-1985,"Stockholm, Sweden",Sweden,2006-2017,592,13,73,86,314,11,"Stockholm, Sweden",Sweden
Nicklas Lidstrom,D,28-04-1970,"Vasteras, Sweden",Sweden,1991-2012,1564,264,878,1142,514,20,"Vasteras, Sweden",Sweden
Niclas Havelid,D,12-04-1973,"Stockholm, Sweden",Sweden,1999-2009,628,34,137,171,342,9,"Stockholm, Sweden",Sweden
Niclas Wallin,D,20-02-1975,"Boden, Sweden",Sweden,2000-2011,614,21,58,79,460,10,"Boden, Sweden",Sweden
Niklas Andersson,L,20-05-1971,"Kungalv, Sweden",Sweden,1992-2001,164,29,53,82,85,6,"Kungalv, Sweden",Sweden
Niklas Hjalmarsson,D,06-06-1987,"Eksjo, Sweden",Sweden,2007-2021,821,25,147,172,332,14,"Eksjo, Sweden",Sweden
Niklas Kronwall,D,12-01-1981,"Stockholm, Sweden",Sweden,2003-2019,953,83,349,432,564,15,"Stockholm, Sweden",Sweden
Niklas Nordgren,L,28-06-1979,"Ornskoldsvik, Sweden",Sweden,2005-2006,58,4,2,6,34,1,"Ornskoldsvik, Sweden",Sweden
Niklas Sundblad,R,03-01-1973,"Stockholm, Sweden",Sweden,1995-1996,2,0,0,0,0,1,"Stockholm, Sweden",Sweden
Niklas Sundstrom,R,06-06-1975,"Ornskoldsvik, Sweden",Sweden,1995-2006,750,117,232,349,256,10,"Ornskoldsvik, Sweden",Sweden
Niklas Svedberg,G,04-09-1989,"Stockholm, Sweden",Sweden,2013-2015,19,0,0,0,0,2,"Stockholm, Sweden",Sweden
Nils Aman,C,07-02-2000,"Avesta, Sweden",Sweden,2022-2026,132,8,21,29,28,4,"Avesta, Sweden",Sweden
Nils Ekman,R,11-03-1976,"Stockholm, Sweden",Sweden,1999-2007,264,60,91,151,188,5,"Stockholm, Sweden",Sweden
Nils Hoglander,L,20-12-2000,"Bocktrask, Sweden",Sweden,2020-2026,331,60,60,120,135,6,"Bocktrask, Sweden",Sweden
Nils Lundkvist,D,27-07-2000,"Pitea, Sweden",Sweden,2021-2026,235,12,43,55,78,5,"Pitea, Sweden",Sweden
Noah Ostlund,C,11-03-2004,"Stockholm, Sweden",Sweden,2024-2026,68,11,16,27,16,2,"Stockholm, Sweden",Sweden
Oliver Ekman Larsson,D,17-07-1991,"Karlskrona, Sweden",Sweden,2010-2026,1137,156,383,539,754,16,"Karlskrona, Sweden",Sweden
Oliver Kapanen,C,29-07-2003,"Timra, Sweden",Sweden,2024-2026,100,22,17,39,24,2,"Timra, Sweden",Sweden
Oliver Kylington,D,19-05-1997,"Stockholm, Sweden",Sweden,2015-2025,220,18,42,60,60,7,"Stockholm, Sweden",Sweden
Olle Alsing,D,01-05-1996,"Uppsala, Sweden",Sweden,2020-2021,4,0,0,0,0,1,"Uppsala, Sweden",Sweden
Olle Eriksson Ek,G,22-06-1999,"Karlstad, Sweden",Sweden,2022-2023,1,0,0,0,0,1,"Karlstad, Sweden",Sweden
Olle Lycksell,R,24-08-1999,"Oskarshamn, Sweden",Sweden,2022-2026,52,2,11,13,16,4,"Oskarshamn, Sweden",Sweden
Oscar Dansk,G,28-02-1994,"Stockholm, Sweden",Sweden,2017-2021,6,0,0,0,0,3,"Stockholm, Sweden",Sweden
Oscar Fantenberg,D,07-10-1991,"Ljungby, Sweden",Sweden,2017-2020,124,5,14,19,34,3,"Ljungby, Sweden",Sweden
Oscar Klefbom,D,20-07-1993,"Karlstad, Sweden",Sweden,2013-2020,378,34,122,156,74,7,"Karlstad, Sweden",Sweden
Oscar Lindberg,L,29-10-1991,"Skelleftea, Sweden",Sweden,2014-2019,252,39,40,79,117,5,"Skelleftea, Sweden",Sweden
Oscar Moller,R,22-01-1989,"Stockholm, Sweden",Sweden,2008-2011,87,12,14,26,22,3,"Stockholm, Sweden",Sweden
